date,attr,value,a,b,c,d
20140203,WSF2,54,,,W,
20140203,WSF5,76,,,W,
20140203,WT01,1,,,W,
20140204,TMAX,-116,,,W,2400
20140204,TMIN,-182,,,W,2400
20140204,PRCP,0,,,W,2400
20140204,SNOW,0,,,W,
20140204,SNWD,360,,,W,
20140204,AWND,33,,,W,
20140204,WDF2,340,,,W,
20140204,WDF5,350,,,W,
20140204,WSF2,89,,,W,
20140204,WSF5,116,,,W,
20140204,WT01,1,,,W,
20140205,TMAX,-155,,,W,2400
20140205,TMIN,-205,,,W,2400
20140205,PRCP,0,T,,W,2400
20140205,SNOW,0,T,,W,
20140205,SNWD,360,,,W,
20140205,AWND,51,,,W,
20140205,WDF2,330,,,W,
20140205,WDF5,290,,,W,
20140205,WSF2,76,,,W,
20140205,WSF5,98,,,W,
20140206,TMAX,-155,,,W,2400
20140206,TMIN,-238,,,W,2400
20140206,PRCP,0,,,W,2400
20140206,SNOW,0,,,W,
20140206,SNWD,360,,,W,
20140206,AWND,41,,,W,
20140206,WDF2,250,,,W,
20140206,WDF5,250,,,W,
20140206,WSF2,81,,,W,
20140206,WSF5,107,,,W,
20140207,TMAX,-110,,,W,2400
20140207,TMIN,-205,,,W,2400
20140207,PRCP,0,,,W,2400
20140207,SNOW,0,,,W,
20140207,SNWD,330,,,W,
20140207,AWND,42,,,W,
20140207,WDF2,230,,,W,
20140207,WDF5,230,,,W,
20140207,WSF2,76,,,W,
20140207,WSF5,107,,,W,
20140208,TMAX,-93,,,W,2400
20140208,TMIN,-199,,,W,2400
20140208,PRCP,0,T,,W,2400
20140208,SNOW,0,T,,W,
20140208,SNWD,330,,,W,
20140208,AWND,15,,,W,
20140208,WDF2,280,,,W,
20140208,WDF5,20,,,W,
20140208,WSF2,40,,,W,
20140208,WSF5,81,,,W,
20140208,WT08,1,,,W,
20140209,TMAX,-127,,,W,2400
20140209,TMIN,-216,,,W,2400
20140209,PRCP,0,,,W,2400
20140209,SNOW,0,,,W,
20140209,SNWD,330,,,W,
20140209,AWND,47,,,W,
20140209,WDF2,320,,,W,
20140209,WDF5,330,,,W,
20140209,WSF2,94,,,W,
20140209,WSF5,130,,,W,
20140210,TMAX,-132,,,W,2400
20140210,TMIN,-238,,,W,2400
20140210,PRCP,0,,,W,2400
20140210,SNOW,0,,,W,
20140210,SNWD,330,,,W,
20140210,AWND,25,,,W,
20140210,WDF2,320,,,W,
20140210,WDF5,340,,,W,
20140210,WSF2,45,,,W,
20140210,WSF5,63,,,W,
20140211,TMAX,-105,,,W,2400
20140211,TMIN,-243,,,W,2400
20140211,PRCP,0,T,,W,2400
20140211,SNOW,0,T,,W,
20140211,SNWD,330,,,W,
20140211,AWND,40,,,W,
20140211,WDF2,160,,,W,
20140211,WDF5,140,,,W,
20140211,WSF2,81,,,W,
20140211,WSF5,112,,,W,
20140211,WT08,1,,,W,
20140212,TMAX,-43,,,W,2400
20140212,TMIN,-110,,,W,2400
20140212,PRCP,8,,,W,2400
20140212,SNOW,13,,,W,
20140212,SNWD,330,,,W,
20140212,AWND,23,,,W,
20140212,WDF2,160,,,W,
20140212,WDF5,160,,,W,
20140212,WSF2,67,,,W,
20140212,WSF5,89,,,W,
20140213,TMAX,-10,,,W,2400
20140213,TMIN,-149,,,W,2400
20140213,PRCP,0,T,,W,2400
20140213,SNOW,5,,,W,
20140213,SNWD,330,,,W,
20140213,AWND,60,,,W,
20140213,WDF2,280,,,W,
20140213,WDF5,270,,,W,
20140213,WSF2,116,,,W,
20140213,WSF5,157,,,W,
20140214,TMAX,-88,,,W,2400
20140214,TMIN,-171,,,W,2400
20140214,PRCP,0,,,W,2400
20140214,SNOW,0,,,W,
20140214,SNWD,330,,,W,
20140214,AWND,37,,,W,
20140214,WDF2,280,,,W,
20140214,WDF5,290,,,W,
20140214,WSF2,76,,,W,
20140214,WSF5,94,,,W,
20140215,TMAX,-71,,,W,2400
20140215,TMIN,-177,,,W,2400
20140215,PRCP,30,,,W,2400
20140215,SNOW,46,,,W,
20140215,SNWD,330,,,W,
20140215,AWND,33,,,W,
20140215,WDF2,160,,,W,
20140215,WDF5,150,,,W,
20140215,WSF2,76,,,W,
20140215,WSF5,98,,,W,
20140216,TMAX,-55,,,W,2400
20140216,TMIN,-155,,,W,2400
20140216,PRCP,0,,,W,2400
20140216,SNOW,0,,,W,
20140216,SNWD,360,,,W,
20140216,AWND,41,,,W,
20140216,WDF2,130,,,W,
20140216,WDF5,140,,,W,
20140216,WSF2,103,,,W,
20140216,WSF5,125,,,W,
20140217,TMAX,-16,,,W,2400
20140217,TMIN,-77,,,W,2400
20140217,PRCP,81,,,W,2400
20140217,SNOW,124,,,W,
20140217,SNWD,380,,,W,
20140217,AWND,44,,,W,
20140217,WDF2,130,,,W,
20140217,WDF5,140,,,W,
20140217,WSF2,125,,,W,
20140217,WSF5,192,,,W,
20140218,TMAX,67,,,W,2400
20140218,TMIN,-88,,,W,2400
20140218,PRCP,0,,,W,2400
20140218,SNOW,0,,,W,
20140218,SNWD,460,,,W,
20140218,AWND,31,,,W,
20140218,WDF2,280,,,W,
20140218,WDF5,270,,,W,
20140218,WSF2,58,,,W,
20140218,WSF5,76,,,W,
20140218,WT01,1,,,W,
20140219,TMAX,44,,,W,2400
20140219,TMIN,-60,,,W,2400
20140219,PRCP,0,,,W,2400
20140219,SNOW,0,,,W,
20140219,SNWD,430,,,W,
20140219,AWND,34,,,W,
20140219,WDF2,140,,,W,
20140219,WDF5,130,,,W,
20140219,WSF2,81,,,W,
20140219,WSF5,107,,,W,
20140220,TMAX,22,,,W,2400
20140220,TMIN,-93,,,W,2400
20140220,PRCP,211,,,W,2400
20140220,SNOW,213,,,W,
20140220,SNWD,410,,,W,
20140220,AWND,50,,,W,
20140220,WDF2,310,,,W,
20140220,WDF5,310,,,W,
20140220,WSF2,148,,,W,
20140220,WSF5,192,,,W,
20140221,TMAX,-88,,,W,2400
20140221,TMIN,-143,,,W,2400
20140221,PRCP,15,,,W,2400
20140221,SNOW,38,,,W,
20140221,SNWD,610,,,W,
20140221,AWND,86,,,W,
20140221,WDF2,280,,,W,
20140221,WDF5,280,,,W,
20140221,WSF2,130,,,W,
20140221,WSF5,165,,,W,
20140222,TMAX,-99,,,W,2400
20140222,TMIN,-155,,,W,2400
20140222,PRCP,0,,,W,2400
20140222,SNOW,0,,,W,
20140222,SNWD,580,,,W,
20140222,AWND,64,,,W,
20140222,WDF2,280,,,W,
20140222,WDF5,270,,,W,
20140222,WSF2,98,,,W,
20140222,WSF5,125,,,W,
20140223,TMAX,-82,,,W,2400
20140223,TMIN,-171,,,W,2400
20140223,PRCP,0,,,W,2400
20140223,SNOW,0,,,W,
20140223,SNWD,530,,,W,
20140223,AWND,51,,,W,
20140223,WDF2,270,,,W,
20140223,WDF5,280,,,W,
20140223,WSF2,98,,,W,
20140223,WSF5,130,,,W,
20140224,TMAX,-99,,,W,2400
20140224,TMIN,-193,,,W,2400
20140224,PRCP,3,,,W,2400
20140224,SNOW,5,,,W,
20140224,SNWD,510,,,W,
20140224,AWND,42,,,W,
20140224,WDF2,290,,,W,
20140224,WDF5,290,,,W,
20140224,WSF2,63,,,W,
20140224,WSF5,81,,,W,
20140225,TMAX,-143,,,W,2400
20140225,TMIN,-216,,,W,2400
20140225,PRCP,0,T,,W,2400
20140225,SNOW,0,T,,W,
20140225,SNWD,510,,,W,
20140225,AWND,51,,,W,
20140225,WDF2,310,,,W,
20140225,WDF5,310,,,W,
20140225,WSF2,107,,,W,
20140225,WSF5,134,,,W,
20140226,TMAX,-66,,,W,2400
20140226,TMIN,-238,,,W,2400
20140226,PRCP,0,T,,W,2400
20140226,SNOW,0,T,,W,
20140226,SNWD,510,,,W,
20140226,AWND,77,,,W,
20140226,WDF2,310,,,W,
20140226,WDF5,300,,,W,
20140226,WSF2,143,,,W,
20140226,WSF5,192,,,W,
20140226,WT08,1,,,W,
20140227,TMAX,-171,,,W,2400
20140227,TMIN,-255,,,W,2400
20140227,PRCP,0,,,W,2400
20140227,SNOW,0,,,W,
20140227,SNWD,510,,,W,
20140227,AWND,33,,,W,
20140227,WDF2,320,,,W,
20140227,WDF5,320,,,W,
20140227,WSF2,125,,,W,
20140227,WSF5,148,,,W,
20140228,TMAX,-99,,,W,2400
20140228,TMIN,-227,,,W,2400
20140228,PRCP,10,,,W,2400
20140228,SNOW,23,,,W,
20140228,SNWD,510,,,W,
20140228,AWND,36,,,W,
20140228,WDF2,320,,,W,
20140228,WDF5,310,,,W,
20140228,WSF2,76,,,W,
20140228,WSF5,98,,,W,
20140301,TMAX,-132,,,W,2400
20140301,TMIN,-216,,,W,2400
20140301,PRCP,0,T,,W,2400
20140301,SNOW,0,T,,W,
20140301,SNWD,530,,,W,
20140301,AWND,59,,,W,
20140301,WDF2,320,,,W,
20140301,WDF5,350,,,W,
20140301,WSF2,89,,,W,
20140301,WSF5,107,,,W,
20140302,TMAX,-160,,,W,2400
20140302,TMIN,-260,,,W,2400
20140302,PRCP,0,,,W,2400
20140302,SNOW,0,,,W,
20140302,SNWD,510,,,W,
20140302,AWND,36,,,W,
20140302,WDF2,280,,,W,
20140302,WDF5,260,,,W,
20140302,WSF2,67,,,W,
20140302,WSF5,81,,,W,
20140303,TMAX,-121,,,W,2400
20140303,TMIN,-232,,,W,2400
20140303,PRCP,5,,,W,2400
20140303,SNOW,8,,,W,
20140303,SNWD,480,,,W,
20140303,AWND,22,,,W,
20140303,WDF2,150,,,W,
20140303,WDF5,150,,,W,
20140303,WSF2,54,,,W,
20140303,WSF5,67,,,W,
20140304,TMAX,-71,,,W,2400
20140304,TMIN,-138,,,W,2400
20140304,PRCP,0,T,,W,2400
20140304,SNOW,0,T,,W,
20140304,SNWD,480,,,W,
20140304,AWND,30,,,W,
20140304,WDF2,50,,,W,
20140304,WDF5,30,,,W,
20140304,WSF2,54,,,W,
20140304,WSF5,72,,,W,
20140304,WT08,1,,,W,
20140305,TMAX,-43,,,W,2400
20140305,TMIN,-110,,,W,2400
20140305,PRCP,0,,,W,2400
20140305,SNOW,0,,,W,
20140305,SNWD,480,,,W,
20140305,AWND,33,,,W,
20140305,WDF2,120,,,W,
20140305,WDF5,130,,,W,
20140305,WSF2,63,,,W,
20140305,WSF5,76,,,W,
20140306,TMAX,-32,,,W,2400
20140306,TMIN,-110,,,W,2400
20140306,PRCP,0,,,W,2400
20140306,SNOW,0,,,W,
20140306,SNWD,410,,,W,
20140306,AWND,53,,,W,
20140306,WDF2,150,,,W,
20140306,WDF5,150,,,W,
20140306,WSF2,103,,,W,
20140306,WSF5,125,,,W,
20140307,TMAX,6,,,W,2400
20140307,TMIN,-49,,,W,2400
20140307,PRCP,0,T,,W,2400
20140307,SNOW,0,,,W,
20140307,SNWD,410,,,W,
20140307,AWND,47,,,W,
20140307,WDF2,310,,,W,
20140307,WDF5,310,,,W,
20140307,WSF2,94,,,W,
20140307,WSF5,112,,,W,
20140308,TMAX,-16,,,W,2400
20140308,TMIN,-93,,,W,2400
20140308,PRCP,0,,,W,2400
20140308,SNOW,0,,,W,
20140308,SNWD,410,,,W,
20140308,AWND,35,,,W,
20140308,WDF2,360,,,W,
20140308,WDF5,340,,,W,
20140308,WSF2,67,,,W,
20140308,WSF5,98,,,W,
20140308,WT08,1,,,W,
20140309,TMAX,67,,,W,2400
20140309,TMIN,-82,,,W,2400
20140309,PRCP,0,,,W,2400
20140309,SNOW,0,,,W,
20140309,SNWD,380,,,W,
20140309,AWND,34,,,W,
20140309,WDF2,210,,,W,
20140309,WDF5,210,,,W,
20140309,WSF2,76,,,W,
20140309,WSF5,107,,,W,
20140309,WT08,1,,,W,
20140310,TMAX,117,,,W,2400
20140310,TMIN,0,,,W,2400
20140310,PRCP,0,,,W,2400
20140310,SNOW,0,,,W,
20140310,SNWD,380,,,W,
20140310,AWND,23,,,W,
20140310,WDF2,280,,,W,
20140310,WDF5,280,,,W,
20140310,WSF2,67,,,W,
20140310,WSF5,89,,,W,
20140311,TMAX,67,,,W,2400
20140311,TMIN,-16,,,W,2400
20140311,PRCP,0,T,,W,2400
20140311,SNOW,0,,,W,
20140311,SNWD,330,,,W,
20140311,AWND,50,,,W,
20140311,WDF2,330,,,W,
20140311,WDF5,350,,,W,
20140311,WSF2,112,,,W,
20140311,WSF5,139,,,W,
20140312,TMAX,-10,,,W,2400
20140312,TMIN,-71,,,W,2400
20140312,PRCP,0,,,W,2400
20140312,SNOW,0,,,W,
20140312,SNWD,280,,,W,
20140312,AWND,38,,,W,
20140312,WDF2,310,,,W,
20140312,WDF5,320,,,W,
20140312,WSF2,89,,,W,
20140312,WSF5,107,,,W,
20140313,TMAX,100,,,W,2400
20140313,TMIN,-66,,,W,2400
20140313,PRCP,0,,,W,2400
20140313,SNOW,0,,,W,
20140313,SNWD,250,,,W,
20140313,AWND,34,,,W,
20140313,WDF2,220,,,W,
20140313,WDF5,230,,,W,
20140313,WSF2,63,,,W,
20140313,WSF5,81,,,W,
20140314,TMAX,67,,,W,2400
20140314,TMIN,-32,,,W,2400
20140314,PRCP,0,,,W,2400
20140314,SNOW,0,,,W,
20140314,SNWD,150,,,W,
20140314,AWND,66,,,W,
20140314,WDF2,280,,,W,
20140314,WDF5,270,,,W,
20140314,WSF2,143,,,W,
20140314,WSF5,183,,,W,
20140315,TMAX,-5,,,W,2400
20140315,TMIN,-66,,,W,2400
20140315,PRCP,0,,,W,2400
20140315,SNOW,0,,,W,
20140315,SNWD,130,,,W,
20140315,AWND,43,,,W,
20140315,WDF2,50,,,W,
20140315,WDF5,10,,,W,
20140315,WSF2,81,,,W,
20140315,WSF5,98,,,W,
20140316,TMAX,-38,,,W,2400
20140316,TMIN,-116,,,W,2400
20140316,PRCP,0,,,W,2400
20140316,SNOW,0,,,W,
20140316,SNWD,130,,,W,
20140316,AWND,39,,,W,
20140316,WDF2,60,,,W,
20140316,WDF5,160,,,W,
20140316,WSF2,76,,,W,
20140316,WSF5,98,,,W,
20140317,TMAX,17,,,W,2400
20140317,TMIN,-49,,,W,2400
20140317,PRCP,15,,,W,2400
20140317,SNOW,5,,,W,
20140317,SNWD,100,,,W,
20140317,AWND,60,,,W,
20140317,WDF2,160,,,W,
20140317,WDF5,160,,,W,
20140317,WSF2,94,,,W,
20140317,WSF5,116,,,W,
20140318,TMAX,28,,,W,2400
20140318,TMIN,-21,,,W,2400
20140318,PRCP,38,,,W,2400
20140318,SNOW,58,,,W,
20140318,SNWD,100,,,W,
20140318,AWND,52,,,W,
20140318,WDF2,30,,,W,
20140318,WDF5,20,,,W,
20140318,WSF2,81,,,W,
20140318,WSF5,121,,,W,
20140319,TMAX,22,,,W,2400
20140319,TMIN,-32,,,W,2400
20140319,PRCP,15,,,W,2400
20140319,SNOW,15,,,W,
20140319,SNWD,180,,,W,
20140319,AWND,49,,,W,
20140319,WDF2,320,,,W,
20140319,WDF5,320,,,W,
20140319,WSF2,107,,,W,
20140319,WSF5,157,,,W,
20140320,TMAX,67,,,W,2400
20140320,TMIN,-55,,,W,2400
20140320,PRCP,0,,,W,2400
20140320,SNOW,0,,,W,
20140320,SNWD,150,,,W,
20140320,AWND,24,,,W,
20140320,WDF2,110,,,W,
20140320,WDF5,240,,,W,
20140320,WSF2,54,,,W,
20140320,WSF5,67,,,W,
20140321,TMAX,72,,,W,2400
20140321,TMIN,-66,,,W,2400
20140321,PRCP,0,T,,W,2400
20140321,SNOW,0,T,,W,
20140321,SNWD,100,,,W,
20140321,AWND,64,,,W,
20140321,WDF2,280,,,W,
20140321,WDF5,310,,,W,
20140321,WSF2,134,,,W,
20140321,WSF5,165,,,W,
20140322,TMAX,-55,,,W,2400
20140322,TMIN,-132,,,W,2400
20140322,PRCP,0,,,W,2400
20140322,SNOW,0,,,W,
20140322,SNWD,50,,,W,
20140322,AWND,64,,,W,
20140322,WDF2,330,,,W,
20140322,WDF5,330,,,W,
20140322,WSF2,107,,,W,
20140322,WSF5,134,,,W,
20140323,TMAX,-32,,,W,2400
20140323,TMIN,-132,,,W,2400
20140323,PRCP,0,T,,W,2400
20140323,SNOW,0,T,,W,
20140323,SNWD,50,,,W,
20140323,AWND,26,,,W,
20140323,WDF2,290,,,W,
